,rating,title,Review_text
4556,1,product does not work,"I am an average person of average intelligence. Have learned to follow instructions over many decades and that I do well. When I buy a product, I expect it to work. I bought two Seagate drives to replace old portable drives before they went bad and lost a couple of decades of data/wok. I have spent two hours trying to follow formatting instructions and am getting nowhere. I have a brand new Dell Inspiron and it works just fine. I get stuck in endless loops taking me back to where I have been and when they say I should see this I don't see it. Am not about to gamble because the last thing I want to do is format a computer and worse while getting a portable backup drive to work. I see no point in formating a disk when I buy a disk it should be formatted. Then again, it's easier to just make one disk and let the user do all the work. I Am fed up with Seagate and hope never to see one again."
4557,1,Drive Crash- 3 times- 3 different drives,"Purchased June 2021 and issues in August 2021, bought another in October 2021 and then had issues with the drive in July 2022.Was scanning photos and placing them in files and all of a sudden things started to just delete themselves, could not find them anywhere on my drive.I was devastated then remembered I had purchased the data recovery plan.The second time could not access drive at all and it just beeped.I contacted them sent in my drive and so far it looks like they have recovered everything.Not sure if I would recommend product but would definitely recommend getting the data recovery plan.Have not yet contact the insurance for the second one.I DO NOT encourage anyone to buy this drive"
4558,1,Lost all my treasured photos…,"When I bought this and received it, I was impressed with the presentation. The case felt nice, the drive was sleek and lightweight, and I was able to transfer all my data from my aging hard drives. Those aging hard drives, though 5+ years old and having traveled across the planet a few times over were in fact still much better than this…I was able to transfer all my treasured photos, videos and documents (albeit VERY slowly) and all seemed well. I put the hard drive in the case in a cool, dark and dry area and left if for a few weeks. Translation NOTHING happened to the drive, it was stored very safely and with zero events that could constitute any sort of damage.Imagine my surprise when I went to write more photos onto the drive and despite the drive being able to be located on my computer (the same one I originally uploaded all my data from), the drive was however unable to be opened. All diagnostic checks said it was “functioning properly”, but it was essentially an inert icon.Went to Seagates site, no help. Tried three other computers with three other cables, no dice. Tried adjusting settings on the drive as per help tutorials, nope. Went to a few computer whizzes, nada.I trusted this decently priced hard drive with all my memories and it failed me spectacularly. I’d have been less mad if it simply hadn’t worked out the box. The only saving grace is that those older aging hard drives which have been through dust storms and general military craziness in Iraq, multiple airports, dropped and aged for years STILL work better than this.DON’T BUY! I don’t know what kind of shady crap allowed this to have such great reviews, but you really should listen to the swarms of negative reviews as I did not and I really regret that. The only thing I can think of is the positive reviews are either fake, sponsored or the writer simply hasn’t realized all their data is in imminent risk of being lost. It will let you down, and unless you have a backup (for this backup I guess…) you could lose all you data with apparently no chance at getting it back…"
4559,5,"Buen dispositivo,funciona muy bien, lo uso para almacenar juegos de Ps4 y hasta ahora va muy bien!","Trae por defecto un pequeño espacio ya ocupado, pienso que es de los drivers, pero como son2TB no se siente ese espacio ocupado."
4560,1,"Despite working for a few months and correct formatting, now it is ""read only""","Was working for a few month as a backup time machine, now I can no longer write on it, despite 5.9 TB free.Solution, you might ask? Well according to the internet, just delete everything, reformat it and try again - and then what, the same thing happens again a few months down the line? Absolute garbage.Also false advertising, which is why I give one star. Here is what I mean:The images do not show that you need to plug in an electricity cable, for some godforsaken reason, like it is Windows 95. So there is not just the harddrive-USB-to-computer cord, but also the harddrive-electricity-socket cord. Why are we still doing this?"
4561,5,Great buy,"Works great! It says 5TB but you really only get 4.7 TB or so, which is not unusual for hard drives."
4562,1,Meh,When received it was broken.
4563,5,Perfect,"The product came safe and sound and arrived here at its final destination in the same conditions. I have 0 complaints, great work fellas keep it up."
4564,5,Fast and reliable,Storage is good
4565,1,If you enjoy watching grass grow and paint dry.....,"then you will love this drive. Writing to it is super slow, we're talking its speed is measured in kb/sec. I have a new computer with 3.0 USB ports (blue) and the device drive settings in Windows set to ""better performance"" and it does nothing to increase the write speed.The good news is that this does give me plenty of time to look for a better external drive."
4566,4,Finally got it to work with my iMac,"It was a royal pain in the butt trying to figure out how to get this external hard drive to work with my iMac! I needed to watch a few videos online because I would continually receive an error message. First, you need to format this hard drive for the mac using ""disk utility"". If you receive an error or if it states that the disk is not recognized, you'll need to initialize it. Then you may also need to open it again in disk utility and run the ""repair"" option. It's worth the trouble because I was finally able to simply drag all my files over...what a relief!"
4567,5,Very satisfied with capacity and transfer speed!,"I’m extremely happy with this hard drive! It is the size of a box juice but wider. It’s very light and easily portable. My son and I have our own desktops. I got tired of his Roblox and Minecraft files infiltrating my computer. I gave him my desktop and got myself a new one just to realize any editing I was doing on Filmora for him was on my drive. Formatting this external drive was done with the MacBook. We have 2 desktops, MacBook and Chromebook. I find doing this with MacOS to be much faster because it took less than a minute to finish. Once that was done it was recognized just fine in Windows since I formatted it FAT32 or ExFAT (can’t remember). Moving files whether it was a photo or edited video for YouTube is extremely fast, almost instant experience. If I were to backup my entire PC to this drive, I’m unsure how long that would take because the info is cloud based for now. I also bought a case that stores the drive and the cable."
4568,1,Do not buy,Terrible product. Just stopped working after two months. Spent too much money for this to not even work
4569,1,Does not come with US plug!,Although it only ships to the US it comes with a european power adapter but none for the US. Smh!
4570,4,Good gift for gamer girlfriend,"Bought it as a gift for my girlfriend, she seems to find it useful for her xbox although in my opinion just spend the extra money and get a 5 terabyte."
4571,4,Didn’t need it after all,Didn’t end up working for what I needed it for.
4572,5,They have built these forever,Great product
4573,1,Broke after a month so all my stuff is gone,"Broke after a month, everything i saved on there is gone"
4574,5,Works great!,I did not have to put it to a power source and the device I use it on it runs straight from USB port!
4575,5,Its Great For Gamers,I Have All My Games Installed On This And It Keeps my Pc Running Fast Because I'm Not Using Up All Of Its Space
4576,5,Perfect pics and video storage,Small and easy plug and play action. As with all memory items runs short of claims in space by 5% but 4.8 Terabyte is just fine.. best I've found anywhere and inexpensive. Take it anywhere and plug in.
4577,1,Horrible Read / Write times,Just got this today and have been trying to clean the drive for 8 hours now. I’m very disappointed and would not recommend
4578,5,Great device,Small but mighty
4579,5,Item as described. Thanks,Item as described. Thanks
4580,5,External drive,"Great product, easy to move and use provides lots of storage space for all kind of files!"
4581,4,Great Drive - But not worth the money,"I have purchased 4 of these in the past, they are wonderful. But the cost is out of control. I paid as little as $128, and as much as $144, but $189? Price gouging, plain and simple. Seagate is becoming too greedy, and I will need to look elsewhere for my storage needs."
4582,4,Needs a power source … kinda upsetting,"So I got this a few days ago and finally got time off work to move all of my stuff around to it … just to find out that it does in fact need another power source, contrary to those claiming it doesn't. It in fact DOES. So that's a little upsetting as it took me a while to get all of my cords rearranged to even hook it up then, but aside from that seems to be pretty nice. Amazing storage capacity, nice and compact, and overall just a nice external. But for anyone looking at it do NOT believe the ""I just plugged it up no power source needed"" cuz it needs the power source. Box comes with several interchangeable plugs which is nice. It covers the a wide spectrum of plugs despite only needing one, but it's very very nice. Just make sure to have a plug or surge protector nearby cuz you'll need it."
4583,5,Muy bueno,Fantástico.
4584,2,Not recomendable for Backup.,"The unit started making small noises after one year, and it completely failed without any previous warning(except the noise) after less than two years.It didn`t give any SMART alarms.I could restore most of the info with Seagate recovery software, but not all, and i expected the unit to last a lot more than two years.Not recomendable for backup purposes."
4585,5,Perfect,I used this for more space in my game systems worked like a charm
4586,5,Good price,"Great price, plenty of storage for all my files and easy to carry around!"
4587,5,Awesome for Xbox,I use it for my Xbox one since mine could only hold 5 games. Now I got 20 and only quarter of way full I don’t have to delete and reinstall anymore I love it
4588,2,If I brought another one it'll be my 3rd one in two years they just stop working after,They don't last a year
4589,5,Use with PS5,Using this with my PS5. Works great
4590,5,AwesoMe,Loving it
4591,4,6 Months in,"it's a hard drive, not a solid state drive so I can't be here to talk about speeds.The product has been pretty good for 6 months now. 3 times within these 6 months I got a message saying it needed to be scanned or repaired of some sort. I didn't lose anything off it. But it was concerning. I download video games only onto it and play them from it and they have all seem to work fine. 4/5 Star, if the error message doesn't keep popping up every few months I would give it a 5."
4592,1,It’s straight garbage.,"After only using this for a month and a few days it is already acting faulty, not allowing my series X connect to the internet and not allowing controllers to connect. Completely trash don’t waste your money. Last seagate item I’ll ever buy. Very unhappy."
4593,4,A bit loud.,"Great capacity, I bought it to use it with my Xbox Series X. On the down side though, it's very loud My XSX barely makes any sound at all but this hdd really makes up for it. It's so loud that it can be annoying at times."
4594,5,Great Backup drive,Great Price and size
4595,5,Used to build raid. Perfect.,"I used those disks to build 20tb mini raid for archivesWorks perfectly, tried to work directly from raid in dvr 17.3.1 with Fhd material. I was surprised how smoothly it runs.4K footage better use ssd storage"
4596,1,Dead after 5 months!,Worked well ... until it didn't. Just about five (5) months in
4597,5,"Great archival drive, not the best for photo/ video editing","I buy these drives often for archival storage of film projects. They are reliable and have a great amount of storage for the price.The drives are slow compared to others, so I wouldn't recommend editing off these drives. But that's not really the purpose of these drives -- they're much cheaper than the faster drives so they're much better as a solution for stable archival storage."
4598,5,Worth the investment,I like the storage capacity and the easy to transport size. I really am happy with this purchase
4599,1,waste of time. DO NOT BUY,DO NOT BUY. I could not upload any of my pictures or videos into the memory. waste of time and money.
4600,4,Yes,2tb For creating Servers for 5M
4601,5,Very reliable,It was surprisingly better then a lot of the storage devices I’ve used and it wasn’t as big so it didn’t take up much room. It worked very well and it was very helpful for my Xbox one.
4602,5,Reliable and depndable.,This is third one we have bought. Once full with backups we archive them
4603,5,Just Works,"No issues yet. I've had several of these in the past and have been very pleased with them. If this one works as well, I'll be very pleased again."
4604,1,After a few months it stopped working :/,I use this to hold back ups for my Macbook but after not using it for a good month it stopped working. every time I plug it in it starts beeping and can no longer use it. Why does this happen I felt I wasted money..
4605,5,Great hd,Worked perfect with the ps4
4606,1,"Says compatible with PS4, but it isn't.","Says is compatible with PS4 but was not. Returned it, got my money back for the insurance plan but not the device itself."
4607,5,Ps5 must have,So small. And so much storage. Set up in 15 seconds. Great must have purchase for the ps5
4608,2,Failed after 6 months,"Using this as strictly a backup HD, it worked fine the first 5 months. I plugged it in this last time and it started the backup cycle fine, but I kept coming back after a few hours to find that the backup had not completed because the drive was disconnecting just for a second. I tried 3 different cables and 3 different ports on my computer to finally figure out that it is most likely the usb connector on the unit itself. The drive itself seems fine though, so I took it out of its case to use as an internal drive, only to find that they hobble drives to prevent this, such a waste. I am going back to WD drives."
4609,5,Would buy 10 if needed,Honestly this thing comes in handy all the time. I’m always carry it in its mesh case with its recharging cables but this thing LASTS. I still may buy another one or two….
4610,5,Great dvr storage.,Small storage box fits great behind TV.
4611,5,Great HDD,Great size and great product in general. Speed and size is perfect.
4612,5,love it,can put lots of pictures and videos on here.
4613,1,Worst portable storage,I bought thinking it was going to be good because it’s seagate it’s a trusted company and I was so wrong because this storage unit died and stop working after one week of use. My honest opinion just buy them at like Walmart or best buy it’s a lil pricey but it’s worth the money and won’t give up on u in a week
4614,5,So far so good!,Device works and transfers files quickly. No problems and the price of this was very decent. Gives you peace of mind with backing up your files or pictures.
4615,5,Did it’s job,Did it’s job and works well. Small enough to fit in your pocket. 10/10 would recommend.
4616,5,Excellant choice for mass storage on any computer,I qlso own a owcDock hub and only have one of 2 the drives mainlly cause im not sure f im gonna get stuck having tom use it as a backupDrive so thats why i want this route evrn thiugh cost qbit more atleast i know i jave the extra storage i need
4617,3,Need to Upgrade,"The description on this hard drive says that you can automatically back up your files. What they don't tell you is that you have to use windows backup to do it, or pay $39.99 to upgrade to unlock the features. So I set windows to back up my files overnight. It didn't happen and I had to wake up the hard drive to check."
4618,5,Use on TV,"I have some 3,312 TV shows and 375 movies and still is only a little over half full. We because of health reasons don't get out much. Having extra space is great, allowing for future shows and movies."
4619,5,Massive Storage,I actually bought two of these. One for my PS4 and the other for my PS5. No more out of storage messages plus as a Second hard drive I can be worry free when I download all my dlc packs!!
4620,5,Yep,Works as intended
4621,4,Fussy SATA cards,"The SATA cards fail a lot, so be careful."
4622,5,A Must For BootCamp On Mac With No Storage,"Such an amazing product for the convenience, price and storage! Wow this portable 2T external hard drive is a game changer! I’m a college student, and my MacBook Pro only has so much storage. I needed to download a few windows exclusive programs for a couple of my classes and this is just the trick! Because I didn’t have enough storage to download Boot Camp on the hard drive of my actual MacBook Pro, I use this external hard drive to do so and it has worked wonders for me. It’s easy to store and take with me whenever I do need it for class, and restarting my computer into it is not a problem. It does not make noise when I’m using it and it doesn’t cause my computer to overheat. I have downloaded BootCamp, Visual Studios, and MATLAB, Windows Office, and Zoom and it still has so much storage! 10/10 would recommend. It was also cheaper here on Amazon than at Target and Best Buy."
4623,5,Good for ps4,Love this storage device in able to plug it into my ps4 and play the games iv downloaded and then when um done I turn the device off and unplug it at the end of the night.
4624,2,"Too slow to wake up, read other reviews","I have this drive permanently connected to my work PC, so that I can occasionally transfer files to/from it and use it as a backup drive.Since it is slow to respond, it slows down the entire operation of the PC (the file explorer) and when waking up it has a significant delay. I should have read the other reviews about the low quality and not have chosen this one just because of its low price.Now the window for return has closed..."
4625,4,Works so far with only minor issues,"I bought this to clear up some disc space on my computer. It was very easy to use it, and make sure my files were stored properly. I am a little nervous about using it though, because after the first time I used it, every time I plug it in now I get an error message saying there was an issue with my files. When I run the check on it everything is fine and all of my files are there, but I am hesitant to save anything else on it out of fear they might be damaged or deleted. It has not happened yet but I am cautious."
4626,5,easy to use great product,Great storage option i plugged it in and it was recognized instantly by the PC. it is easy to use and lightweight.
4627,5,Perfect for my ps4,"Transferred everything to this to clear up my ps4 storage, compact and easy to use too"
4628,5,2 years later still massive amount of storage for Xbox,I must have close to 100 games on Xbox and still have 2tb left of storage
4629,3,its good but...,it works fine on an apple desktop however it doesn't fit in the usb port on my (HP) laptop.
4630,2,Not compatible with PS5,"I typed in PS5 external hard drive, this came up. It doesn't work. It is compatible with PS4."
4631,5,Pretty good!,"I got this for my PS5 since I needed more room to download more games and to play them as well so I don’t have to keep deleting other games just to make storage for new games that I wanna download! Just a heads up for those who own a PS5 and want to buy this, make sure you reformat the hard drive to exFAT or else it won’t support the PS5. First time I plugged it into my PS5, it didn’t support it so I had to reformat the hard drive. (:"
4632,1,DO NOT BUY,Horrible product. Always have to re download games and it does not always register on the consol. Do not buy
4633,2,Stopped working,"It was working fine for two months and then it stopped working. We tried troubleshooting, but it didn’t work. Very disappointing."
4634,5,Love it!,Super easy to install!
4635,5,It's working as advertised.,This is a replacement for a WD external hard drive that died the death. It was easy to install and has been doing the job without any problems.
4636,5,Very good,Very Nice product And very fast shipping
4637,3,Dead in 4 months,Product worked great for 4 months for my ps4 until it didn’t. Stopped being recognized by the ps4 and pc. Tech support processed a quick next day replacement. Hopefully it was just a fluke. If it happens again i will update. For the price its a great device but just lost 1.5 tb of game data and saves.
4638,4,eh,it’s not the fastest but it’s cheap and has a lot of storage so. if you want fast get an ssd
4639,5,Storage,Good price and fast shipping .we use it for our router
4640,5,bien de bien,Era lo que pedí y llegó en excelente estado
4641,5,Nice and good product,Good stores
4642,5,Great External Harddrive For Cheap!,"It was really easy to set up, came with the cable to connect to my ps4, and gave me and extra 1 1/2 terrabtyes of space! Compared to the price of other 2tb external harddrives out there it’s very cheap and still high quality!"
4643,5,One of the Best Hard dRive Brands out there,"There are only two external hard drive brands I trust for making backups of my computer systems. Seagate is one of those brands. I have never had a Seagate external drive fail me, and I've used them for many years. This one has good capacity, unless you have a massive video and photo collection. For that case I would go with a 4TB or larger drive. But for all else, this is a good, convenient capacity. The construction is solid, but not rugged. And performance is excellent, as I have come to expect from Seagate."
4644,5,More than enough space to store all my files.,I love that it downloads very fast. Very reliable.
4645,4,Bueno pero lento,"El disco trabaja bien, pero es lento comparado con otros de la misma capacidad y diferente marca"
4646,5,LOVE IT,"It helps me a lot, I had bought a hard drive from another provider and they scammed me, but with this new provider it arrived quickly and is very useful for me, I highly recommend it!"
4647,5,This is the 2nd one j've bought,no problemslots of extra storage now
4648,5,This thing is a steal!,"2t for only $60? Instantly sets up, no issues, and arrived early! Highly recommend!"
4649,1,"NOISEY ,WAY TOO NOISEY",What good is a noisy hard drive.Great if you're deaf. Terrible if your ears work
4650,4,WIN 10 AND 7,"I have three of these. They started out on the Win 10 machine. No matter what I did they would not stay accessible for more than four hours, often less. I tried all the fixes and still the only way was to unplug and replug them in. I moved these over to the Win 7 machine and they work fine. Now I off to find 25Tb of space that will stay hot on the Win 10 machine. I think it's the OS butnevertheless I have other other large drives that work with Win 10."
4651,5,Big Storage Capacity,Good for the value. Had a little trouble formatting it for use for my MacBook but found the instructions on Google.Otherwise this works well.
4652,1,Garbage Hard Drive. Stopped connecting doesn't even show up. Wish I never purchased this product.,Stopped connecting to my Xbox Series X and other consoles. Grand disappointment.
4653,1,Corrupt,Can't load games as it keeps saying they are corrupt
4654,5,Easy to use,"Just what I was looking for since Wz takes up a lot of space. I have multiple games on my console. If you are looking for something easy to use and simple, I highly recommend you buy this."
4655,4,👍,"Perfect fit for my 2TB external hard drive. Like the ""bubble"" protection and detachable lanyard. I'm going to get another one for my web cam (why don't they come with cases??), cut ""bubble"" protection out to make more room, then just place it on top before zipping it up."
4656,5,Easy to Use,Just plug it in and it starts copying files.
4657,5,It works.,The hard drive works exactly as it should. Gives more space for my Xbox One.
4658,1,Won't work,This worked or a week the all of a sudden wouldn't show up on any device I plugged into.
4659,5,Works well,Works well.
4660,1,Less than 2TB,This is supposed to be 2TB but it is only 1.81 TB!!!
4661,1,Busted,"It was working fine , then it just stopped working . Computer can’t read it nor can my PS4 . Worked for 1 month ."
4662,5,Great Value!,Works without problems. What else can I say?
4663,5,these drives work great,"I've been using Seagate backup drives for years and these ones are no different, they work great and get the job done"
4664,5,Works as expected!,Works as expected!
4665,2,Slower than my 2010 Seagate drive,It could be that my new drive is formatted to exfat and my old drive is formatted to Mac. I'm on a Mac. But this new drive is so slow that it's absurd. I'm going to have to buy an SSD drive because I can't stand how slow this is. What's even the point of usb 3.0 if this thing is slower than my 2010 Seagate drive? Trash.
4666,5,Easy to use,Size and ease of use
4667,1,TRASH ASF !!!!,"I have had this for a few months now & out of nowhere it's saying my drive is completely full, only this is there is NOTHING on there, and I've tried everything and nothing will fix it. DONT BUY THIS CRAP .. bought for xbox.."
4668,1,TOTAL FAILURE AFTER 2 DAYS,Used with my new Mac...total failure after downloading my backup files...can't return because of too many personal files...CATCH 22
4669,5,A MUST have for gamers!,Exactly what you need. Works for my ps5! I can play ps4 games directly from the hard drive. Ps5 games no. But that's fine for me as most games that are out are still ps4 versions. Gta V and Modernwarfare/Warzone are on the hard drive and work just as they should. Took me 15 minutes to move modernwarfare which is about 200 gigs for me. Gta about 10 minutes.
4670,5,Good external drive,Great place to back up files.Plenty of room and fast loading.
4671,5,4 TB sleek mate finished slim Hard Drive,"This works great. Look nice, easy to use, and small enough to hide out of the way. Good product, good price"
4672,5,I dont think this is actually a spinning disk,"If I opened the case I would probably find a circuit board and a weight inside.Theres no mention of its RPM speed, so its really a solid state device.Thats even better.Always concerned about dropping it or subjecting it to magnets etc."
4673,5,3rd one,So far no problems. This is the 3rd one I've bought for various this and never had a problem. If you are looking for fast transfer speeds forget it. The disk storage scheme it not designed for speed. Just large storage.
4674,5,Great External Hard drive!,This is a greathard drive! Holds a lot of data and is light weight. I will be getting anther soon!
4675,4,no issues yet,works well.
4676,1,Garbage lasted only 2 months,Worked for only 2 months. Just long enough for return window to close. Its conplete garbage
4677,2,Zero files survived a drop,"I'm not buying seagate again. This drive broke completely after one fall, all files were lost. Yes, dropping it was my oops, but I've had HDs that withstanded worse."
4678,5,Got only 1.8TB space,Got only 1.8TB space
4679,1,Terrible,Burned out in one month. Cheap garage.
4680,1,Worked great...for 2 months.,This hard drive worked the way it should for less than two months.All of a sudden the power light no longer comes on and it isn't detected by my computer.So I can't access anything I had saved on there.I've never written a bad review before in my life...so you can imagine how dissapointed i am to write this.
4681,1,Broke after 2/3 weeks,It broke after 2/3 weeks. I was carrying it around a lot but I was taking good care of it and never dropped it or squished it.
4682,5,External Hard Drive,Plenty of space to store my PS4 and ps5 games
4683,5,Easy to use!,"Just plugged it into computer and it did its job. I didn’t believe it actually backed up my pc because it was so easy. But I checked, it did!!"
4684,5,Nice,Love my Seagate.
4685,5,Good Value,"This was a perfect replacement for my last Seagate portable external drive.I got about twelve years out of the last one, so I am cautiously optimistic about this one.I only use it to back up my Macbook, so I really don't take it anywhere.Fifty bucks for a terabyte of storage is a pretty good value, so I would certainly recommend it to anybody thinking about purchasing a hard drive."
4686,1,It’s broken lesser than a year,Terrible product! I have an important data and it’sbroken lesser than a year also the support is slow and not responding.
4687,5,Great product for a great price,I have been looking for a external Hard Drive that was affordable from Seagate and I am happy to say that they have not disappointed me on this hard drive. Great purchase.
4688,5,good for backup storage,"i got this for backup storage, it works."
4689,5,Reliable and easy to use,"This is the third Seagate portable drive I have bought for my various computers (Macs).They work immediately for a Mac.Too soon to talk about longevity, but one of the others I own has been running well for several years."
4690,5,Works great,It was simple to store data in and I feel like I have tons of space for my files thank you
4691,4,Good product,This item does working for ps4 unless it could affect your controller getting delayed when downloading or updating in your hard drive. If downloaded completely then it won’t get delayed but sometimes controller delays will drop few times. That depends our Internet connection or whatever it is.
4692,5,Does its job!!,Nothing else to say.
4693,5,Good item. As described.,Works as intended.
4694,4,Not Bad,Been able to stores games from Xbox without any issues.
4695,5,No brainer,Easy install. Works great.
4696,5,Perfect for Xbox one and Xbox one S.,"Perfect storage for games, movies, and files.I love the ease of use and dependability for Xbox One S, I bought a few more for my family members"
4697,4,Working Ok. Cheap plastic body.,"For this company they should install better plastic body of hard drive. Plastic looks really cheap and flimsycompare to my old Toshiba , I would not risk to move around in case drop it, for desktop only,but inside working ok."
4698,1,Doesn’t work,It worked for a few months before going out. Waste of money.
4699,1,Worked for less than 1 week,"Worked on arrival, died about 3 days later. Unable to access the drive to erase it so I cannot return it because the disk still contains sensitive financial information.Trash."
4700,5,great item for my ps5,has lots of space. worked on my ps5 great. easy to use
4701,5,Came as advertised,Item works perfectly. Thank you.
4702,5,Is a Hard Drive,"Does what a hard drive should do, bit slow to transfer data, but it's a hard drive, so yk"
4703,2,Worked only for so long,Ordered this for my husband and it worked for a time but then it just quit reading on the Xbox. It turns on and lights up but it won't read. Upsetting as he lost ALL his things he had saved.
4704,5,Does it’s job,Does it’s job good
4705,5,Buen equipo,Es rápido y funciona bien
4706,5,I bought this for my son’s Xbox series,My son loves this. Holds all of his games that the Xbox doesn’t have room to store. He said it’s awesome. The price was incredible.
4707,5,Works with my router,I connected to the USB port on my router so I could transfer files to nd from another computer.I have had over a month and no problems. Never had to contact Tech support.
4708,2,Do not get for a Mac computer,"I attempted to get this for my mother in law to backup her Mac computer. It would not let me backup the computer until I reformatted it. I changed it to the extended (journaled) format that was recommended and it still would not allow me to do anything. I cannot speak to its performance on a PC as I have not tried it, but I would not get it if you have a Mac computer."
4709,1,Randomly stopped working and I lost work,Look for something more reliable. Write speeds are slow and it randomly stopped working and made me lose an hours work.
4710,5,Great bang for your buck!!,Great speed and durability
4711,5,This is my 2nd buy! LOVE this product,This is my second buy of this make and model external hard drive. I still have soooo much room left on my 1st one but bought this one since I now am creating and making video for YouTube and I wanted to make sure I had this as a second backup for everything and also have for saving everything needed to create. If you are looking for an external hard drive this is an AMAZING one!
4712,5,The disk works as advertized,Good disk
4713,4,"Fast enough, easy, good as a backup drive, white LED is annoying","It’s fast enough and very quiet, good price and high quality. When my computer backs up at night the flashing white LED on the top is very bright and annoying, I covered it with tape."
4714,1,"si tienes Mac, no compres esto","para mac? esto no es para ti, aunque dice que es compatible."
4715,5,Quality of the product.,I like the quality of the product.I use the drive for backup of files.
4716,1,stopped working within a year,Would disconnect and connect like usual and suddenly it corrupted most of my files and would not show anything in my folders. After a while it began to freeze my entire computer and I wasn't able to use it any longer.
4717,5,"Fast shipping, nice usb speed.","Plug into usb 3 port if possible, transfers and pulls files quickly. Seems durable."
4718,5,Great back up,"Purchased this drive one day after my computer would not start.Wanted a backup drive in ""case"" I lost my hard drive or computer.Windows does automatic back up so needed something online continuously.Love the size both in capacity and portability,"
4719,1,Only lasted 8 months then died,"I bought this thinking I would have a reliable external drive to back up my photos and embroidery patterns.Imagine my surprise, disgust and rage to find that after only 8 months the drive no longer functions.Yes, I will start the process of trying to deal with the warrant claims department and customer service, but I am afraid I've lost so much."
4720,5,Works perfectly to store my PS4 games files,Got it because I ran out of space on my PS5. I move all the game into this drive and it’s was very easy and fast.
4721,5,Good product,"I like it, its small to put on top of any ps4 or xbox one. Got the 4 year protection just in case"
4722,5,Good purchase,"Out the jump it linked with my console immediately transferred some games from my console onto the device. They load perfectly, while still keeping my console space. Would be great to switch with a series x and not have to redownload all my games."
4723,2,The hard drive is 5400rpm.Don't go there,"5400rpm is very slow these days. 7200rpm is the standard. Unless you don't mind running out to get coffee during tasks, steer clear."
4724,5,Good,Good
4725,5,Recommended by my tech guy,Super easy to use.Very portable.
4726,4,I like it,So far so good
4727,5,Amazing,This works great I have had mine (2 Tearabyte) for over three years now and it works amazing. Nothing bad has happened.
4728,1,This 2 TB model is NOT compatible with Macs.,Don't be fooled by the ad on Amazon for a drop and drag ext. hard drive by Seagate. Maybe with PCs but not with Macs. Couldn't drag and drop anything. False advertising. Amazon should remove the product from their line of hard drives or at the very least make Seagate state that the product does not drag and drop for Macs. I've run into this problem with many other products. Western Digital is the only one that I've found that works by dragging and dropping for Macs - also La Cie.
4729,5,Reliable,"I've had problems with external hard drives in the past. I've found that, for me, Seagate is more reliable, so it's the one I always buy."
4730,5,So far so good.,The product came as it was descripted. I just got it and I'm already giving it a lot of use. Will review again in the future if anything changes.
4731,5,Buy this instead of the expensive XBOX version. Works just as great!!!!,"Order this one. It's so easy, efficient, and inexpensive. DO IT!"
4732,5,disco duro seagate,"excelente de gran capacidad y velocidad de traspaso de información, llego rápido y en perfecto estado, además de contar con soporte para la recuperación de datos (en caso de necesitarse). Le daría 5 estrellas en portabilidad si al menos viniera con estuche básico."
4733,5,Hoping it lasts 14+ years like my other HDD!,"After researching like a mad man on what is the best way to store photos, I came to a conclusion— unless I want to pay a flat fee for cloud storage; an external hard drive was the way to goMy Seagate from 2008 is still going strong, but I was petrified when I recently found out that Hard Drives are not permanent storage solutions. So I'm going to be buying Hard Drives every 2 years and make backups of my backups as a precaution.The size is good and portable, and it's a respectable price point.I chose a HDD over a SSD because SSDs could lose the memory instantly since they're magnetic and they're not as good for long term dormant storage like a HDD"
4734,5,Storage ps4,"Just what my son need, now no more deleting games!!"
4735,1,"1st one arrived broken, 2nd has random errors and a weird vibration","I have used Seagate in the past and loved it (no issues with my 5TB drive from them), and really wanted to like this drive. The first one amazon shipped wouldn't show up on Windows 10, and when I scanned it in the partition, it had a ""fatal hardware flaw"". I exchanged it for another one, and this one seemed to be working fine for the first two days, but a couple of hours ago a notification popped up saying there was an issue with the drive and to scan it and fix it. I did so, but WIN10 didn't find an error. Weird. Now the drive appears to be working fine, but it now has a really noticeable (and really annoying) vibration that goes off every few seconds, sort of like a quick notification vibration on a smartphone. Anyways, I really wanted to like this drive, but the first drive being broken and now this error message and vibration issue has made me lose trust. I'm going to see if any additional error messages pop up, but may need to return it as the vibration issue seems like a hardware problem that could become significant down the line."
4736,5,la capacidad,"mjuy buen producto, lo recomiendo"
4737,5,GREAT,GREAT
4738,4,Read speeds,"Great product. Great price. BUT my only complaint is that it is not as fast as a hard drive. If you’re like me, and thought that this would work good for games, it does, however the download speeds on it are atrocious. Other than that, great product 10/10 would recommend."
4739,5,good hdd,"good, works great"
4740,1,Did not work...,Did not work.Sent back.
4741,5,Hard drive,Love how compact it is and easy to use.
4742,5,Works great,Perfect for my PS4
4743,1,After 4-months it no longer works,"After 4-months it no longer works, tried to open it on 2-pcs"
4744,1,Doesnt work,Wont let me set it as the scratch disk on photoshop or let me store anything on it. It only works as a time machine for my laptop
